FIR_ID,FIR_Number,Station_ID,District,Incident_Date,FIR_Date,Crime_Head,Crime_Subhead,BNS_Sections,Latitude,Longitude,Complainant_ID,Victim_ID,Accused_ID,Investigating_Officer,Status
FIR202502616,FIR/2616/2025,PS0034,Ballari,2025-07-31 16:19,2025-08-01 01:19,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",14.991475,77.09147,P004214,P004958,P005490,SI Mahesh Bhat,Chargesheeted
FIR202502606,FIR/2606/2025,PS0211,Chamarajanagar,2025-07-30 22:06,2025-08-01 07:06,NDPS,Drug Trafficking,NDPS Act Sec 20(b),11.815873,77.082948,P008243,P002513,P002509,PI Lakshmi Devi,Under Investigation
FIR202502618,FIR/2618/2025,PS0194,Chamarajanagar,2025-08-01 00:25,2025-08-01 07:25,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",11.766946,76.899768,P004086,P006252,P008510,PI Harish Naik,Chargesheeted
FIR202502594,FIR/2594/2025,PS0140,Bengaluru Urban,2025-07-28 20:28,2025-08-01 07:28,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",13.054059,77.655851,P002463,P004961,P008385,SI Prakash Sharma,Chargesheeted
FIR202502612,FIR/2612/2025,PS0042,Ballari,2025-07-31 05:52,2025-08-01 07:52,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",15.049801,77.018056,P001167,P000066,P004250,SI Ganesh Rao,Under Investigation
FIR202502623,FIR/2623/2025,PS0147,Bengaluru Urban,2025-08-01 03:56,2025-08-01 08:56,Fraud,Corporate Fraud,BNS 318(4),12.915618,77.561139,P006527,P006568,P006860,SI Ganesh Rao,Chargesheeted
FIR202502626,FIR/2626/2025,PS0223,Chamarajanagar,2025-08-01 14:56,2025-08-01 16:56,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",11.85947,76.773664,P009816,P008980,P002092,PI Ramesh Gowda,Untraced
FIR202502617,FIR/2617/2025,PS0149,Bengaluru Urban,2025-07-31 21:12,2025-08-02 07:12,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",13.070151,77.464774,P006511,P007889,P009665,SI Ganesh Rao,Under Investigation
FIR202502605,FIR/2605/2025,PS0126,Bengaluru Urban,2025-07-30 20:45,2025-08-02 07:45,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",12.885759,77.56665,P004105,P008659,P007933,PI Harish Naik,Chargesheeted
FIR202502599,FIR/2599/2025,PS0061,Belagavi,2025-07-30 03:39,2025-08-02 08:39,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",16.034585,74.418647,P003233,P008890,P009295,PI Suresh Kulkarni,Chargesheeted
FIR202502621,FIR/2621/2025,PS0232,Chamarajanagar,2025-08-01 02:44,2025-08-02 10:44,Theft,Snatching,BNS 303(2),11.789507,76.890926,P009926,P000759,P001060,PI Ramesh Gowda,Under Investigation
FIR202502627,FIR/2627/2025,PS0217,Chamarajanagar,2025-08-02 01:07,2025-08-02 11:07,Murder,Dowry Homicide,BNS 103(1),11.761533,76.916408,P007673,P001836,P005434,PI Chetan Kumar,Under Investigation
FIR202502622,FIR/2622/2025,PS0111,Bengaluru Urban,2025-08-01 03:31,2025-08-02 13:31,Fraud,Land Scam,BNS 318(4),12.764657,77.555772,P003260,P005524,P000584,SI Prakash Sharma,Chargesheeted
FIR202502632,FIR/2632/2025,PS0219,Chamarajanagar,2025-08-02 14:35,2025-08-02 16:35,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),11.858063,76.89699,P002492,P004695,P009629,SI Divya Hegde,Chargesheeted
FIR202502610,FIR/2610/2025,PS0031,Ballari,2025-07-31 05:36,2025-08-02 17:36,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",14.964326,77.110721,P008672,P008368,P006048,SI Ravi Kumar,Under Investigation
FIR202502597,FIR/2597/2025,PS0171,Bidar,2025-07-29 13:41,2025-08-02 23:41,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",17.769522,77.569755,P006225,P009801,P000177,SI Ganesh Rao,Closed
FIR202502636,FIR/2636/2025,PS0157,Bidar,2025-08-03 04:39,2025-08-03 06:39,Vehicle Theft,Car Theft,BNS 303(2),17.82435,77.566682,P009396,P005356,"P008937, P009340",PI Suresh Kulkarni,Chargesheeted
FIR202502619,FIR/2619/2025,PS0069,Belagavi,2025-08-01 00:39,2025-08-03 06:39,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",15.844737,74.360249,P009717,P006931,P001109,PI Naveen Patil,Untraced
FIR202502634,FIR/2634/2025,PS0058,Belagavi,2025-08-02 20:52,2025-08-03 06:52,Fraud,Land Scam,BNS 318(4),15.7067,74.374446,P002769,P003023,P001713,SI Divya Hegde,Under Investigation
FIR202502629,FIR/2629/2025,PS0037,Ballari,2025-08-02 03:05,2025-08-03 10:05,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),15.097702,77.044008,P007954,P000285,P007125,SI Mahesh Bhat,Chargesheeted
FIR202502635,FIR/2635/2025,PS0043,Ballari,2025-08-03 01:14,2025-08-03 10:14,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",14.973821,77.003596,P006829,P001718,P000831,SI Divya Hegde,Under Investigation
FIR202502630,FIR/2630/2025,PS0047,Belagavi,2025-08-02 09:07,2025-08-03 11:07,Robbery,Chain Snatching with Force,BNS 309(4),15.976802,74.534317,P003254,P002782,P000568,SI Mahesh Bhat,Chargesheeted
FIR202502625,FIR/2625/2025,PS0130,Bengaluru Urban,2025-08-01 08:07,2025-08-03 16:07,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),13.097216,77.479334,P004430,P003445,P004909,SI Prakash Sharma,Closed
FIR202502631,FIR/2631/2025,PS0108,Bengaluru Rural,2025-08-02 10:12,2025-08-03 18:12,Theft,Pocket Pick,BNS 303(2),13.207641,77.467082,P004091,P009651,"P003424, P003427",SI Mahesh Bhat,Chargesheeted
FIR202502642,FIR/2642/2025,PS0125,Bengaluru Urban,2025-08-03 14:40,2025-08-03 22:40,Fraud,Cheating,BNS 318(4),12.788742,77.72459,P007867,P009165,P004290,PI Ramesh Gowda,Closed
FIR202502628,FIR/2628/2025,PS0050,Belagavi,2025-08-02 01:11,2025-08-04 07:11,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),15.713275,74.307398,P005830,P001359,P005262,SI Ganesh Rao,Chargesheeted
FIR202502637,FIR/2637/2025,PS0006,Bagalkote,2025-08-03 05:16,2025-08-04 10:16,Robbery,Chain Snatching with Force,BNS 309(4),16.386414,75.767032,P005749,P002652,P009696,PI Ramesh Gowda,Chargesheeted
FIR202502645,FIR/2645/2025,PS0060,Belagavi,2025-08-03 23:44,2025-08-04 11:44,Dacoity,Bank Dacoity,BNS 310(2),16.012021,74.540794,P003568,P003418,P001471,PI Ramesh Gowda,Untraced
FIR202502624,FIR/2624/2025,PS0228,Chamarajanagar,2025-08-01 07:53,2025-08-04 17:53,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",12.123741,77.126083,P008145,P004456,P001462,PI Naveen Patil,Under Investigation
FIR202502640,FIR/2640/2025,PS0216,Chamarajanagar,2025-08-03 13:38,2025-08-04 18:38,Fraud,Cheating,BNS 318(4),11.744818,76.947477,P003991,P008320,P009291,SI Prakash Sharma,Chargesheeted
FIR202502639,FIR/2639/2025,PS0035,Ballari,2025-08-03 12:16,2025-08-04 19:16,Assault,Public Affray,"BNS 115(2), BNS 117(2)",15.230579,76.843387,P006366,P000451,P007442,PI Naveen Patil,Chargesheeted
FIR202502643,FIR/2643/2025,PS0248,Chikkaballapura,2025-08-03 15:36,2025-08-04 20:36,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),13.25503,77.784064,P005714,P004696,P000355,PI Chetan Kumar,Under Investigation
FIR202502651,FIR/2651/2025,PS0147,Bengaluru Urban,2025-08-04 16:13,2025-08-04 22:13,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",12.932657,77.550855,P006713,P008995,P007228,PI Ramesh Gowda,Chargesheeted
FIR202502638,FIR/2638/2025,PS0037,Ballari,2025-08-03 11:01,2025-08-04 23:01,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",15.073236,77.063199,P008225,P004201,P008245,PI Lakshmi Devi,Chargesheeted
FIR202502653,FIR/2653/2025,PS0239,Chikkaballapura,2025-08-04 18:28,2025-08-04 23:28,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",13.47462,77.68838,P006000,P005264,P005995,PI Ramesh Gowda,Chargesheeted
FIR202502620,FIR/2620/2025,PS0193,Chamarajanagar,2025-08-01 01:56,2025-08-05 02:56,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",12.001083,76.868627,P004197,P008092,P004688,PI Ramesh Gowda,Chargesheeted
FIR202502646,FIR/2646/2025,PS0099,Bengaluru Rural,2025-08-04 04:23,2025-08-05 12:23,Theft,Snatching,BNS 303(2),13.283069,77.695792,P002667,P004388,P006608,PI Naveen Patil,Chargesheeted
FIR202502662,FIR/2662/2025,PS0146,Bengaluru Urban,2025-08-05 08:10,2025-08-05 13:10,Vehicle Theft,Car Theft,BNS 303(2),12.943596,77.769024,P003179,P001324,P004052,PI Chetan Kumar,Under Investigation
FIR202502659,FIR/2659/2025,PS0110,Bengaluru Urban,2025-08-05 06:51,2025-08-05 13:51,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",13.151252,77.637807,P009500,P001456,P004919,PI Lakshmi Devi,Chargesheeted
FIR202502609,FIR/2609/2025,PS0104,Bengaluru Rural,2025-07-31 04:54,2025-08-05 13:54,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",13.429731,77.556487,P008231,P007164,P009656,SI Prakash Sharma,Chargesheeted
FIR202502657,FIR/2657/2025,PS0220,Chamarajanagar,2025-08-05 04:17,2025-08-05 14:17,Murder,Personal Enmity,BNS 103(1),11.813201,76.782611,P009682,P000167,P008334,SI Ravi Kumar,Chargesheeted
FIR202502661,FIR/2661/2025,PS0039,Ballari,2025-08-05 07:47,2025-08-05 15:47,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",15.340916,76.949451,P009595,P004021,P000028,SI Prakash Sharma,Under Investigation
FIR202502668,FIR/2668/2025,PS0042,Ballari,2025-08-05 14:51,2025-08-05 15:51,Fraud,Corporate Fraud,BNS 318(4),15.058146,77.021347,P000173,P006790,"P003759, P009100",SI Ravi Kumar,Under Investigation
FIR202502649,FIR/2649/2025,PS0110,Bengaluru Urban,2025-08-04 12:02,2025-08-05 18:02,Fraud,Corporate Fraud,BNS 318(4),13.161183,77.654261,P000673,P001095,P005558,SI Ravi Kumar,Chargesheeted
FIR202502650,FIR/2650/2025,PS0091,Bengaluru Rural,2025-08-04 13:38,2025-08-05 21:38,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),13.04558,77.609081,P007143,P001859,P004992,PI Lakshmi Devi,Chargesheeted
FIR202502670,FIR/2670/2025,PS0067,Belagavi,2025-08-05 19:54,2025-08-05 22:54,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",15.8713,74.7121,P005014,P009778,P007279,SI Ganesh Rao,Chargesheeted
FIR202502652,FIR/2652/2025,PS0028,Ballari,2025-08-04 16:35,2025-08-05 23:35,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",15.018374,76.842822,P007066,P002812,P007772,SI Divya Hegde,Chargesheeted
FIR202502669,FIR/2669/2025,PS0098,Bengaluru Rural,2025-08-05 17:52,2025-08-06 00:52,Murder,Gang Conflict,BNS 103(1),13.284979,77.721221,P004037,P002604,P000644,PI Harish Naik,Chargesheeted
FIR202502673,FIR/2673/2025,PS0187,Bidar,2025-08-06 01:04,2025-08-06 03:04,Theft,Snatching,BNS 303(2),17.956117,77.702169,P005139,P004811,"P007582, P001472",SI Prakash Sharma,Untraced
FIR202502633,FIR/2633/2025,PS0125,Bengaluru Urban,2025-08-02 17:45,2025-08-06 03:45,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),12.799674,77.694,P005297,P009627,P001311,PI Lakshmi Devi,Chargesheeted
FIR202502656,FIR/2656/2025,PS0042,Ballari,2025-08-05 02:20,2025-08-06 06:20,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",15.040605,77.021328,P005862,P004181,P007564,PI Ramesh Gowda,Chargesheeted
FIR202502674,FIR/2674/2025,PS0139,Bengaluru Urban,2025-08-06 06:15,2025-08-06 07:15,Fraud,Land Scam,BNS 318(4),12.814968,77.546451,P006542,P006987,P007694,PI Suresh Kulkarni,Chargesheeted
FIR202502660,FIR/2660/2025,PS0207,Chamarajanagar,2025-08-05 07:22,2025-08-06 10:22,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",12.064901,77.131507,P006073,P006192,P007220,SI Divya Hegde,Under Investigation
FIR202502647,FIR/2647/2025,PS0057,Belagavi,2025-08-04 05:28,2025-08-06 12:28,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",15.663482,74.396767,P009719,P005110,P006874,SI Prakash Sharma,Under Investigation
FIR202502675,FIR/2675/2025,PS0053,Belagavi,2025-08-06 11:54,2025-08-06 13:54,Murder,Gang Conflict,BNS 103(1),15.861849,74.309645,P009297,P006653,"P005873, P003935",SI Divya Hegde,Chargesheeted
FIR202502648,FIR/2648/2025,PS0069,Belagavi,2025-08-04 10:11,2025-08-06 15:11,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),15.826581,74.354806,P005000,P009853,P009629,PI Harish Naik,Chargesheeted
FIR202502654,FIR/2654/2025,PS0169,Bidar,2025-08-04 21:15,2025-08-07 01:15,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",17.99518,77.702524,P002107,P006989,P009052,PI Naveen Patil,Under Investigation
FIR202502672,FIR/2672/2025,PS0041,Ballari,2025-08-06 00:21,2025-08-07 04:21,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),15.268757,76.911911,P004764,P005273,P004708,PI Suresh Kulkarni,Chargesheeted
FIR202502679,FIR/2679/2025,PS0159,Bidar,2025-08-07 07:56,2025-08-07 13:56,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",18.038019,77.484737,P004517,P009747,P003047,PI Chetan Kumar,Chargesheeted
FIR202502678,FIR/2678/2025,PS0112,Bengaluru Urban,2025-08-07 07:31,2025-08-07 14:31,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",13.109956,77.603261,P003921,P009045,P000330,SI Divya Hegde,Chargesheeted
FIR202502681,FIR/2681/2025,PS0038,Ballari,2025-08-07 09:27,2025-08-07 16:27,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",15.078878,77.084774,P000741,P002936,P005543,PI Naveen Patil,Under Investigation
FIR202502663,FIR/2663/2025,PS0030,Ballari,2025-08-05 08:17,2025-08-07 18:17,Murder,Dowry Homicide,BNS 103(1),15.185719,76.825693,P002243,P009457,P001093,SI Divya Hegde,Chargesheeted
FIR202502664,FIR/2664/2025,PS0075,Bengaluru Rural,2025-08-05 09:40,2025-08-07 18:40,NDPS,Drug Trafficking,NDPS Act Sec 20(b),13.205821,77.537421,P009093,P007114,P005123,SI Ravi Kumar,Chargesheeted
FIR202502641,FIR/2641/2025,PS0152,Bengaluru Urban,2025-08-03 14:05,2025-08-07 20:05,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",12.999082,77.406401,P006509,P006935,P000019,SI Ganesh Rao,Chargesheeted
FIR202502682,FIR/2682/2025,PS0108,Bengaluru Rural,2025-08-07 09:28,2025-08-07 20:28,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",13.207399,77.459837,P006447,P006801,P005903,SI Mahesh Bhat,Under Investigation
FIR202502676,FIR/2676/2025,PS0243,Chikkaballapura,2025-08-06 14:56,2025-08-07 21:56,Dacoity,Bank Dacoity,BNS 310(2),13.454293,77.881766,P005874,P005448,P006072,PI Suresh Kulkarni,Untraced
FIR202502677,FIR/2677/2025,PS0097,Bengaluru Rural,2025-08-06 15:31,2025-08-07 23:31,Dacoity,Armed Dacoity,BNS 310(2),13.112219,77.493602,P009463,P007102,P001483,PI Lakshmi Devi,Under Investigation
FIR202502644,FIR/2644/2025,PS0087,Bengaluru Rural,2025-08-03 15:57,2025-08-08 00:57,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),13.142338,77.516961,P003371,P007339,P002277,SI Mahesh Bhat,Chargesheeted
FIR202502658,FIR/2658/2025,PS0037,Ballari,2025-08-05 05:28,2025-08-08 06:28,Dacoity,Bank Dacoity,BNS 310(2),15.075222,77.05329,P006147,P009411,"P005499, P000466",PI Chetan Kumar,Chargesheeted
FIR202502655,FIR/2655/2025,PS0105,Bengaluru Rural,2025-08-05 01:25,2025-08-08 07:25,Dacoity,Armed Dacoity,BNS 310(2),13.172788,77.628673,P006901,P002798,P005609,PI Ramesh Gowda,Under Investigation
FIR202502686,FIR/2686/2025,PS0181,Bidar,2025-08-08 04:22,2025-08-08 09:22,Murder,Gang Conflict,BNS 103(1),18.001696,77.409958,P008590,P000771,P008651,SI Ganesh Rao,Under Investigation
FIR202502689,FIR/2689/2025,PS0088,Bengaluru Rural,2025-08-08 09:18,2025-08-08 13:18,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),13.060165,77.395136,P009600,P006747,"P009272, P005869",SI Prakash Sharma,Under Investigation
FIR202502690,FIR/2690/2025,PS0082,Bengaluru Rural,2025-08-08 10:52,2025-08-08 21:52,Vehicle Theft,Car Theft,BNS 303(2),13.345922,77.407583,P005541,P008638,P009434,PI Suresh Kulkarni,Chargesheeted
FIR202502667,FIR/2667/2025,PS0225,Chamarajanagar,2025-08-05 11:50,2025-08-08 23:50,Theft,Pocket Pick,BNS 303(2),12.018665,76.773496,P008098,P007384,P002975,PI Chetan Kumar,Under Investigation
FIR202502692,FIR/2692/2025,PS0053,Belagavi,2025-08-08 20:09,2025-08-09 01:09,NDPS,Drug Trafficking,NDPS Act Sec 20(b),15.865108,74.328083,P003325,P002818,P010000,SI Divya Hegde,Chargesheeted
FIR202502691,FIR/2691/2025,PS0113,Bengaluru Urban,2025-08-08 14:17,2025-08-09 02:17,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",13.175714,77.503482,P001384,P005621,P007875,PI Harish Naik,Chargesheeted
FIR202502693,FIR/2693/2025,PS0163,Bidar,2025-08-08 21:37,2025-08-09 05:37,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",17.947642,77.605571,P008599,P004289,"P002649, P004657",PI Harish Naik,Chargesheeted
FIR202502694,FIR/2694/2025,PS0015,Bagalkote,2025-08-08 22:59,2025-08-09 06:59,Robbery,Highway Robbery,BNS 309(4),16.047766,75.695601,P008810,P003337,P007596,SI Mahesh Bhat,Chargesheeted
FIR202502671,FIR/2671/2025,PS0129,Bengaluru Urban,2025-08-05 22:39,2025-08-09 08:39,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",12.786471,77.77977,P007061,P005723,P009425,PI Lakshmi Devi,Under Investigation
FIR202502684,FIR/2684/2025,PS0202,Chamarajanagar,2025-08-07 23:47,2025-08-09 08:47,Robbery,Highway Robbery,BNS 309(4),11.925701,76.854607,P008633,P001937,P002106,PI Suresh Kulkarni,Under Investigation
FIR202502685,FIR/2685/2025,PS0027,Ballari,2025-08-08 01:36,2025-08-09 10:36,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",15.042177,77.066752,P003255,P007111,P009396,PI Naveen Patil,Under Investigation
FIR202502700,FIR/2700/2025,PS0222,Chamarajanagar,2025-08-09 08:14,2025-08-09 11:14,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),11.928087,76.778029,P005440,P009394,P006860,SI Ganesh Rao,Chargesheeted
FIR202502703,FIR/2703/2025,PS0092,Bengaluru Rural,2025-08-09 10:51,2025-08-09 11:51,Murder,Gang Conflict,BNS 103(1),13.069714,77.472378,P004316,P003335,P009029,PI Chetan Kumar,Under Investigation
FIR202502666,FIR/2666/2025,PS0110,Bengaluru Urban,2025-08-05 11:31,2025-08-09 16:31,Fraud,Cheating,BNS 318(4),13.146998,77.647401,P004442,P009476,P008258,PI Ramesh Gowda,Chargesheeted
FIR202502688,FIR/2688/2025,PS0242,Chikkaballapura,2025-08-08 08:01,2025-08-09 19:01,Dacoity,Armed Dacoity,BNS 310(2),13.268216,77.840674,P005491,P008343,"P006923, P000519",PI Suresh Kulkarni,Under Investigation
FIR202502665,FIR/2665/2025,PS0220,Chamarajanagar,2025-08-05 10:02,2025-08-09 20:02,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",11.781985,76.803253,P000823,P009294,P009661,PI Harish Naik,Chargesheeted
FIR202502705,FIR/2705/2025,PS0059,Belagavi,2025-08-09 20:50,2025-08-09 23:50,Theft,House Theft,BNS 303(2),15.818994,74.517714,P007208,P000548,P003220,SI Ganesh Rao,Chargesheeted
FIR202502707,FIR/2707/2025,PS0161,Bidar,2025-08-10 00:00,2025-08-10 03:00,Murder,Gang Conflict,BNS 103(1),17.98064,77.523813,P007481,P007996,P007020,SI Mahesh Bhat,Chargesheeted
FIR202502704,FIR/2704/2025,PS0110,Bengaluru Urban,2025-08-09 19:37,2025-08-10 03:37,Fraud,Corporate Fraud,BNS 318(4),13.159057,77.652969,P000519,P004756,P009584,SI Divya Hegde,Under Investigation
FIR202502695,FIR/2695/2025,PS0107,Bengaluru Rural,2025-08-09 00:25,2025-08-10 05:25,Dacoity,Bank Dacoity,BNS 310(2),13.129288,77.428689,P006290,P008289,P007412,PI Naveen Patil,Under Investigation
FIR202502683,FIR/2683/2025,PS0051,Belagavi,2025-08-07 19:33,2025-08-10 05:33,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",15.98634,74.547869,P001327,P004906,P009500,PI Suresh Kulkarni,Chargesheeted
FIR202502706,FIR/2706/2025,PS0120,Bengaluru Urban,2025-08-09 20:58,2025-08-10 05:58,Fraud,Land Scam,BNS 318(4),13.146105,77.403104,P007436,P005190,P003008,PI Naveen Patil,Chargesheeted
FIR202502712,FIR/2712/2025,PS0030,Ballari,2025-08-10 09:11,2025-08-10 10:11,Dacoity,Armed Dacoity,BNS 310(2),15.186884,76.834866,P003741,P007482,P001637,SI Ganesh Rao,Under Investigation
FIR202502696,FIR/2696/2025,PS0050,Belagavi,2025-08-09 00:47,2025-08-10 11:47,Dacoity,Bank Dacoity,BNS 310(2),15.723609,74.327249,P002579,P008251,P003335,SI Ravi Kumar,Under Investigation
FIR202502701,FIR/2701/2025,PS0149,Bengaluru Urban,2025-08-09 09:49,2025-08-10 12:49,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",13.10631,77.464297,P006702,P003378,P009644,PI Chetan Kumar,Chargesheeted
FIR202502709,FIR/2709/2025,PS0058,Belagavi,2025-08-10 01:53,2025-08-10 12:53,Dacoity,Armed Dacoity,BNS 310(2),15.711574,74.399895,P009220,P002192,P000884,PI Chetan Kumar,Under Investigation
FIR202502687,FIR/2687/2025,PS0061,Belagavi,2025-08-08 05:05,2025-08-10 13:05,Dacoity,Armed Dacoity,BNS 310(2),16.02189,74.432566,P001442,P008477,P000368,SI Ravi Kumar,Untraced
FIR202502716,FIR/2716/2025,PS0058,Belagavi,2025-08-10 17:15,2025-08-10 20:15,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",15.696877,74.395038,P007109,P004719,"P000041, P006036",SI Divya Hegde,Closed
FIR202502717,FIR/2717/2025,PS0126,Bengaluru Urban,2025-08-10 20:21,2025-08-10 22:21,Fraud,Corporate Fraud,BNS 318(4),12.875813,77.572425,P007082,P000102,P003213,SI Divya Hegde,Under Investigation
FIR202502714,FIR/2714/2025,PS0037,Ballari,2025-08-10 15:15,2025-08-11 00:15,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",15.065682,77.053686,P005049,P006733,P008652,SI Prakash Sharma,Chargesheeted
FIR202502719,FIR/2719/2025,PS0107,Bengaluru Rural,2025-08-11 03:54,2025-08-11 04:54,Theft,Pocket Pick,BNS 303(2),13.107276,77.404212,P000885,P000801,P006730,SI Mahesh Bhat,Untraced
FIR202502697,FIR/2697/2025,PS0180,Bidar,2025-08-09 02:23,2025-08-11 05:23,Theft,House Theft,BNS 303(2),18.060468,77.410274,P002970,P004541,P001588,SI Ravi Kumar,Chargesheeted
FIR202502718,FIR/2718/2025,PS0084,Bengaluru Rural,2025-08-10 23:27,2025-08-11 09:27,Theft,Pocket Pick,BNS 303(2),13.1795,77.54584,P006354,P003514,P008471,PI Harish Naik,Closed
FIR202502702,FIR/2702/2025,PS0077,Bengaluru Rural,2025-08-09 10:23,2025-08-11 11:23,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",13.356479,77.614575,P005904,P002320,P009845,PI Ramesh Gowda,Under Investigation
FIR202502722,FIR/2722/2025,PS0216,Chamarajanagar,2025-08-11 06:02,2025-08-11 12:02,Murder,Personal Enmity,BNS 103(1),11.748518,76.953123,P000330,P001443,P007444,PI Chetan Kumar,Chargesheeted
FIR202502708,FIR/2708/2025,PS0218,Chamarajanagar,2025-08-10 01:06,2025-08-11 13:06,Murder,Dowry Homicide,BNS 103(1),11.861915,77.048216,P008269,P000117,P004815,PI Suresh Kulkarni,Chargesheeted
FIR202502698,FIR/2698/2025,PS0001,Bagalkote,2025-08-09 03:35,2025-08-11 14:35,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",16.169277,75.578219,P001399,P007772,P009186,PI Lakshmi Devi,Chargesheeted
FIR202502680,FIR/2680/2025,PS0052,Belagavi,2025-08-07 08:20,2025-08-11 15:20,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",15.903715,74.299458,P007009,P000735,P006836,SI Ganesh Rao,Chargesheeted
FIR202502720,FIR/2720/2025,PS0046,Belagavi,2025-08-11 04:31,2025-08-11 16:31,Theft,House Theft,BNS 303(2),15.759563,74.533658,P005551,P006493,P006025,SI Ravi Kumar,Chargesheeted
FIR202502711,FIR/2711/2025,PS0063,Belagavi,2025-08-10 06:14,2025-08-11 17:14,Vehicle Theft,Car Theft,BNS 303(2),16.015851,74.684899,P008826,P000155,P000121,PI Naveen Patil,Chargesheeted
FIR202502715,FIR/2715/2025,PS0199,Chamarajanagar,2025-08-10 15:16,2025-08-11 18:16,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",11.843059,77.037165,P008442,P000606,P006078,SI Mahesh Bhat,Under Investigation
FIR202502723,FIR/2723/2025,PS0188,Bidar,2025-08-11 11:25,2025-08-11 18:25,Robbery,Chain Snatching with Force,BNS 309(4),17.932497,77.707932,P002100,P006006,P003363,PI Naveen Patil,Chargesheeted
FIR202502724,FIR/2724/2025,PS0023,Bagalkote,2025-08-11 12:44,2025-08-11 18:44,NDPS,Drug Trafficking,NDPS Act Sec 20(b),16.102991,75.78972,P009095,P004950,P006613,SI Divya Hegde,Under Investigation
FIR202502725,FIR/2725/2025,PS0069,Belagavi,2025-08-11 20:06,2025-08-11 23:06,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",15.821227,74.343231,P007781,P004019,P002217,SI Ganesh Rao,Untraced
FIR202502721,FIR/2721/2025,PS0078,Bengaluru Rural,2025-08-11 05:58,2025-08-12 14:58,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",13.126759,77.579594,P006322,P000076,P001031,PI Chetan Kumar,Chargesheeted
FIR202502710,FIR/2710/2025,PS0047,Belagavi,2025-08-10 05:11,2025-08-12 15:11,Murder,Dowry Homicide,BNS 103(1),15.978103,74.537944,P000315,P004873,P005474,PI Harish Naik,Closed
FIR202502699,FIR/2699/2025,PS0129,Bengaluru Urban,2025-08-09 06:30,2025-08-12 18:30,Fraud,Cheating,BNS 318(4),12.803379,77.764352,P006888,P002613,P003647,SI Prakash Sharma,Under Investigation
