ChargeSheet_ID,FIR_ID,Accused_ID,Crime_Type,Sections,Investigating_Officer,Court,Witness_Count,Evidence_Count,ChargeSheet_Date,Status
CS202501400,FIR202501330,P005108,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Bengaluru Urban District & Sessions Court,7,23,2025-10-30,Returned for Correction
CS202501630,FIR202502549,P002855,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Naveen Patil,Belagavi District & Sessions Court,13,19,2025-10-30,Filed
CS202501443,FIR202501669,P002237,Theft,BNS 303(2),PI Suresh Kulkarni,Belagavi District & Sessions Court,9,12,2025-10-30,Accepted
CS202501573,FIR202503201,P002223,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Bengaluru Rural District & Sessions Court,4,17,2025-10-30,Accepted
CS202501309,FIR202503216,P000613,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Ballari District & Sessions Court,17,29,2025-10-30,Filed
CS202501419,FIR202500487,P007815,Vehicle Theft,BNS 303(2),SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,7,25,2025-10-31,Returned for Correction
CS202501528,FIR202501508,P008414,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,10,26,2025-10-31,Accepted
CS202501689,FIR202502965,P005926,NDPS,NDPS Act Sec 20(b),SI Ravi Kumar,Bagalkote District & Sessions Court,2,6,2025-10-31,Returned for Correction
CS202501485,FIR202503237,P002228,Fraud,BNS 318(4),SI Ganesh Rao,Chamarajanagar District & Sessions Court,18,27,2025-10-31,Accepted
CS202501477,FIR202501829,P008920,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Bidar District & Sessions Court,8,30,2025-10-31,Filed
CS202501385,FIR202503726,P007117,Burglary,"BNS 331(3), BNS 331(4)",PI Naveen Patil,Chamarajanagar District & Sessions Court,9,7,2025-10-31,Filed
CS202501613,FIR202504971,P009875,Theft,BNS 303(2),PI Lakshmi Devi,Chikkaballapura District & Sessions Court,4,24,2025-11-01,Returned for Correction
CS202501435,FIR202504229,P007749,Vehicle Theft,BNS 303(2),SI Ravi Kumar,Bengaluru Urban District & Sessions Court,12,29,2025-11-01,Returned for Correction
CS202501646,FIR202502590,P008597,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Ballari District & Sessions Court,17,10,2025-11-01,Accepted
CS202501576,FIR202504698,P002021,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Belagavi District & Sessions Court,2,29,2025-11-01,Returned for Correction
CS202501590,FIR202500191,P007800,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Bidar District & Sessions Court,18,15,2025-11-01,Returned for Correction
CS202501551,FIR202501017,P003115,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Bagalkote District & Sessions Court,10,26,2025-11-01,Returned for Correction
CS202501452,FIR202504062,P005679,Dacoity,BNS 310(2),SI Ravi Kumar,Ballari District & Sessions Court,11,14,2025-11-01,Filed
CS202501575,FIR202501429,P007532,Burglary,"BNS 331(3), BNS 331(4)",PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,15,10,2025-11-02,Accepted
CS202501510,FIR202503011,P004866,Burglary,"BNS 331(3), BNS 331(4)",SI Ravi Kumar,Bengaluru Urban District & Sessions Court,15,22,2025-11-02,Pending Scrutiny
CS202501272,FIR202502619,P005160,Dacoity,BNS 310(2),SI Ravi Kumar,Bidar District & Sessions Court,16,9,2025-11-02,Filed
CS202501643,FIR202500651,P008712,Burglary,"BNS 331(3), BNS 331(4)",PI Chetan Kumar,Chamarajanagar District & Sessions Court,6,25,2025-11-02,Returned for Correction
CS202501280,FIR202504366,P007755,NDPS,NDPS Act Sec 20(b),PI Harish Naik,Bidar District & Sessions Court,6,21,2025-11-02,Accepted
CS202501656,FIR202502944,P000500,Murder,BNS 103(1),SI Ravi Kumar,Bidar District & Sessions Court,6,24,2025-11-02,Pending Scrutiny
CS202501480,FIR202501145,P001142,Burglary,"BNS 331(3), BNS 331(4)",PI Chetan Kumar,Bengaluru Urban District & Sessions Court,7,5,2025-11-02,Filed
CS202501504,FIR202503307,P006091,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Prakash Sharma,Bengaluru Urban District & Sessions Court,2,29,2025-11-03,Pending Scrutiny
CS202501444,FIR202502318,P003498,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Bengaluru Urban District & Sessions Court,14,9,2025-11-03,Accepted
CS202501727,FIR202503438,P005069,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Chamarajanagar District & Sessions Court,6,25,2025-11-03,Returned for Correction
CS202501715,FIR202503893,P003101,Fraud,BNS 318(4),SI Prakash Sharma,Bengaluru Urban District & Sessions Court,13,3,2025-11-03,Pending Scrutiny
CS202501476,FIR202504516,P007200,Vehicle Theft,BNS 303(2),SI Mahesh Bhat,Chikkaballapura District & Sessions Court,2,30,2025-11-03,Filed
CS202501428,FIR202503336,P005876,Burglary,"BNS 331(3), BNS 331(4)",PI Naveen Patil,Chamarajanagar District & Sessions Court,18,6,2025-11-03,Accepted
CS202501638,FIR202500306,P001925,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Chamarajanagar District & Sessions Court,4,6,2025-11-03,Filed
CS202501434,FIR202504463,P005018,NDPS,NDPS Act Sec 20(b),SI Divya Hegde,Bidar District & Sessions Court,6,17,2025-11-03,Accepted
CS202501379,FIR202504916,P009988,Theft,BNS 303(2),SI Ravi Kumar,Chikkaballapura District & Sessions Court,16,27,2025-11-04,Accepted
CS202501632,FIR202504856,P001799,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Bengaluru Urban District & Sessions Court,12,12,2025-11-04,Accepted
CS202501499,FIR202504455,P007729,Dacoity,BNS 310(2),PI Suresh Kulkarni,Chikkaballapura District & Sessions Court,14,23,2025-11-04,Returned for Correction
CS202501442,FIR202501911,P001207,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Bengaluru Rural District & Sessions Court,9,21,2025-11-04,Filed
CS202501381,FIR202504760,P001126,Dacoity,BNS 310(2),SI Mahesh Bhat,Belagavi District & Sessions Court,2,28,2025-11-04,Returned for Correction
CS202501587,FIR202500166,P001833,Burglary,"BNS 331(3), BNS 331(4)",SI Ravi Kumar,Bengaluru Urban District & Sessions Court,8,6,2025-11-05,Filed
CS202501784,FIR202502258,P009167,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Bidar District & Sessions Court,9,11,2025-11-05,Returned for Correction
CS202501512,FIR202503228,P007666,Dacoity,BNS 310(2),SI Ganesh Rao,Bengaluru Urban District & Sessions Court,9,13,2025-11-05,Filed
CS202501378,FIR202502703,P008077,Vehicle Theft,BNS 303(2),SI Divya Hegde,Bengaluru Rural District & Sessions Court,4,5,2025-11-05,Filed
CS202501326,FIR202502709,P009888,NDPS,NDPS Act Sec 20(b),SI Prakash Sharma,Bagalkote District & Sessions Court,11,29,2025-11-06,Returned for Correction
CS202501570,FIR202501530,P001868,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Bengaluru Rural District & Sessions Court,18,15,2025-11-06,Pending Scrutiny
CS202501359,FIR202501314,P009709,Murder,BNS 103(1),SI Prakash Sharma,Chikkaballapura District & Sessions Court,13,26,2025-11-06,Pending Scrutiny
CS202501586,FIR202503891,P005144,Vehicle Theft,BNS 303(2),SI Ganesh Rao,Ballari District & Sessions Court,2,5,2025-11-06,Pending Scrutiny
CS202501673,FIR202502893,P008657,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Belagavi District & Sessions Court,11,26,2025-11-06,Returned for Correction
CS202501780,FIR202504967,P003601,Theft,BNS 303(2),PI Naveen Patil,Belagavi District & Sessions Court,9,29,2025-11-06,Filed
CS202501764,FIR202503912,P001154,Robbery,BNS 309(4),PI Lakshmi Devi,Bidar District & Sessions Court,2,17,2025-11-06,Filed
CS202501564,FIR202502989,P009791,Fraud,BNS 318(4),SI Ravi Kumar,Chikkaballapura District & Sessions Court,18,23,2025-11-07,Filed
CS202501515,FIR202504308,P004307,Theft,BNS 303(2),PI Ramesh Gowda,Belagavi District & Sessions Court,3,19,2025-11-07,Pending Scrutiny
CS202501555,FIR202504014,P008353,Theft,BNS 303(2),PI Suresh Kulkarni,Chikkaballapura District & Sessions Court,7,19,2025-11-07,Filed
CS202501303,FIR202500707,P003423,Dacoity,BNS 310(2),SI Mahesh Bhat,Bidar District & Sessions Court,8,16,2025-11-07,Accepted
CS202501640,FIR202504566,P007086,Vehicle Theft,BNS 303(2),SI Ganesh Rao,Bengaluru Urban District & Sessions Court,18,29,2025-11-07,Returned for Correction
CS202501762,FIR202503971,P006855,NDPS,NDPS Act Sec 20(b),SI Prakash Sharma,Chikkaballapura District & Sessions Court,16,20,2025-11-08,Filed
CS202501798,FIR202500337,P007290,Vehicle Theft,BNS 303(2),PI Naveen Patil,Bengaluru Urban District & Sessions Court,16,27,2025-11-08,Filed
CS202501607,FIR202504358,P008413,Murder,BNS 103(1),PI Chetan Kumar,Bengaluru Rural District & Sessions Court,4,8,2025-11-08,Returned for Correction
CS202501547,FIR202500720,P007869,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Bagalkote District & Sessions Court,3,17,2025-11-08,Pending Scrutiny
CS202501557,FIR202502414,P004923,Dacoity,BNS 310(2),SI Ravi Kumar,Bengaluru Rural District & Sessions Court,6,3,2025-11-08,Pending Scrutiny
CS202501520,FIR202502099,P009007,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,10,4,2025-11-08,Pending Scrutiny
CS202501386,FIR202503785,P003949,Vehicle Theft,BNS 303(2),PI Naveen Patil,Bengaluru Urban District & Sessions Court,7,20,2025-11-08,Returned for Correction
CS202501686,FIR202503062,P001304,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Bidar District & Sessions Court,9,25,2025-11-09,Accepted
CS202501459,FIR202500131,P001396,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Chamarajanagar District & Sessions Court,8,10,2025-11-09,Pending Scrutiny
CS202501492,FIR202503622,P004105,Murder,BNS 103(1),PI Ramesh Gowda,Ballari District & Sessions Court,13,5,2025-11-09,Pending Scrutiny
CS202501621,FIR202504540,P004945,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Belagavi District & Sessions Court,16,18,2025-11-09,Filed
CS202501548,FIR202500100,P003713,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Bengaluru Urban District & Sessions Court,2,18,2025-11-09,Filed
CS202501368,FIR202502344,P001079,NDPS,NDPS Act Sec 20(b),PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,18,20,2025-11-09,Returned for Correction
CS202501367,FIR202503274,P000578,POCSO,"POCSO Act Sec 4, BNS 64",SI Ravi Kumar,Belagavi District & Sessions Court,8,11,2025-11-09,Pending Scrutiny
CS202501600,FIR202501483,P005101,Theft,BNS 303(2),PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,5,8,2025-11-10,Accepted
CS202501619,FIR202501096,P004002,Burglary,"BNS 331(3), BNS 331(4)",SI Divya Hegde,Bidar District & Sessions Court,4,23,2025-11-10,Accepted
CS202501653,FIR202501577,P009208,POCSO,"POCSO Act Sec 4, BNS 64",PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,9,19,2025-11-10,Returned for Correction
CS202501441,FIR202501047,P002823,Robbery,BNS 309(4),PI Ramesh Gowda,Bagalkote District & Sessions Court,12,29,2025-11-10,Accepted
CS202501539,FIR202502112,P007261,Robbery,BNS 309(4),PI Chetan Kumar,Bengaluru Rural District & Sessions Court,7,17,2025-11-10,Accepted
CS202501540,FIR202504105,P009928,Robbery,BNS 309(4),SI Ravi Kumar,Chamarajanagar District & Sessions Court,7,18,2025-11-10,Returned for Correction
CS202501789,FIR202500178,P003646,Robbery,BNS 309(4),PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,12,14,2025-11-10,Filed
CS202501358,FIR202503217,P008289,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,18,23,2025-11-11,Accepted
CS202501822,FIR202502789,P002617,Burglary,"BNS 331(3), BNS 331(4)",PI Naveen Patil,Bengaluru Urban District & Sessions Court,14,21,2025-11-11,Accepted
CS202501842,FIR202503603,P002981,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Belagavi District & Sessions Court,8,14,2025-11-11,Returned for Correction
CS202501735,FIR202501878,P003043,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Bengaluru Urban District & Sessions Court,7,29,2025-11-11,Accepted
CS202501677,FIR202501162,P008342,Dacoity,BNS 310(2),SI Mahesh Bhat,Belagavi District & Sessions Court,9,9,2025-11-12,Filed
CS202501271,FIR202503731,P009858,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Chikkaballapura District & Sessions Court,17,23,2025-11-12,Returned for Correction
CS202501785,FIR202504711,P002466,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Bengaluru Rural District & Sessions Court,6,25,2025-11-12,Filed
CS202501830,FIR202502889,P005874,Murder,BNS 103(1),SI Divya Hegde,Bengaluru Urban District & Sessions Court,9,23,2025-11-12,Filed
CS202501617,FIR202504137,P007285,Theft,BNS 303(2),PI Chetan Kumar,Bengaluru Rural District & Sessions Court,14,12,2025-11-13,Returned for Correction
CS202501887,FIR202501551,P000890,Robbery,BNS 309(4),PI Suresh Kulkarni,Belagavi District & Sessions Court,10,28,2025-11-13,Pending Scrutiny
CS202501688,FIR202504449,P004439,POCSO,"POCSO Act Sec 4, BNS 64",PI Chetan Kumar,Chamarajanagar District & Sessions Court,9,28,2025-11-13,Accepted
CS202501812,FIR202504950,P004070,Theft,BNS 303(2),PI Naveen Patil,Bengaluru Rural District & Sessions Court,13,24,2025-11-13,Pending Scrutiny
CS202501462,FIR202500607,P009860,Theft,BNS 303(2),SI Prakash Sharma,Ballari District & Sessions Court,4,27,2025-11-13,Pending Scrutiny
CS202501737,FIR202504399,P005830,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Bengaluru Urban District & Sessions Court,13,16,2025-11-14,Returned for Correction
CS202501588,FIR202501189,P000933,Dacoity,BNS 310(2),SI Divya Hegde,Bagalkote District & Sessions Court,14,24,2025-11-14,Accepted
CS202501456,FIR202501108,P001754,Murder,BNS 103(1),SI Mahesh Bhat,Ballari District & Sessions Court,10,26,2025-11-14,Filed
CS202501417,FIR202503687,P005322,Robbery,BNS 309(4),PI Harish Naik,Chikkaballapura District & Sessions Court,4,7,2025-11-14,Pending Scrutiny
CS202501595,FIR202503166,P005933,Murder,BNS 103(1),PI Lakshmi Devi,Belagavi District & Sessions Court,15,26,2025-11-14,Pending Scrutiny
CS202501898,FIR202504331,P005231,Theft,BNS 303(2),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,14,23,2025-11-14,Filed
CS202501797,FIR202503787,P007961,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,15,24,2025-11-14,Accepted
CS202501497,FIR202500245,P009804,Burglary,"BNS 331(3), BNS 331(4)",PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,6,22,2025-11-14,Filed
CS202501702,FIR202501893,P008807,Robbery,BNS 309(4),PI Harish Naik,Ballari District & Sessions Court,15,3,2025-11-14,Returned for Correction
CS202501467,FIR202502483,P001081,Fraud,BNS 318(4),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,16,29,2025-11-15,Pending Scrutiny
CS202501793,FIR202502401,P006154,Dacoity,BNS 310(2),SI Ravi Kumar,Bidar District & Sessions Court,3,8,2025-11-15,Filed
CS202501911,FIR202500654,P009665,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Bengaluru Urban District & Sessions Court,5,10,2025-11-15,Accepted
CS202501800,FIR202500588,P004167,Theft,BNS 303(2),SI Divya Hegde,Bengaluru Urban District & Sessions Court,3,3,2025-11-15,Returned for Correction
CS202501454,FIR202502686,P004863,Theft,BNS 303(2),SI Divya Hegde,Bengaluru Rural District & Sessions Court,16,30,2025-11-15,Filed
CS202501882,FIR202500097,P003310,Theft,BNS 303(2),PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,4,13,2025-11-15,Pending Scrutiny
CS202501562,FIR202503211,P007178,Robbery,BNS 309(4),SI Divya Hegde,Bengaluru Urban District & Sessions Court,4,28,2025-11-15,Pending Scrutiny
CS202501725,FIR202504091,P002849,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Divya Hegde,Ballari District & Sessions Court,5,22,2025-11-16,Filed
CS202501489,FIR202504915,P007520,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Chamarajanagar District & Sessions Court,7,18,2025-11-16,Accepted
CS202501531,FIR202503949,P004241,POCSO,"POCSO Act Sec 4, BNS 64",PI Suresh Kulkarni,Bidar District & Sessions Court,16,30,2025-11-16,Accepted
CS202501526,FIR202502389,P001842,Dacoity,BNS 310(2),PI Harish Naik,Belagavi District & Sessions Court,17,18,2025-11-16,Returned for Correction
CS202501866,FIR202500434,P003266,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Chamarajanagar District & Sessions Court,11,9,2025-11-16,Filed
CS202501481,FIR202501279,P002150,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Bidar District & Sessions Court,10,7,2025-11-16,Filed
CS202501401,FIR202502506,P000017,NDPS,NDPS Act Sec 20(b),SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,17,29,2025-11-16,Pending Scrutiny
CS202501577,FIR202501808,P007668,Theft,BNS 303(2),PI Harish Naik,Chamarajanagar District & Sessions Court,11,20,2025-11-16,Pending Scrutiny
CS202501773,FIR202504081,P009488,POCSO,"POCSO Act Sec 4, BNS 64",SI Prakash Sharma,Bidar District & Sessions Court,9,25,2025-11-16,Returned for Correction
CS202501890,FIR202501503,P006682,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Ballari District & Sessions Court,18,16,2025-11-17,Returned for Correction
CS202501429,FIR202500412,P007268,POCSO,"POCSO Act Sec 4, BNS 64",SI Prakash Sharma,Bengaluru Rural District & Sessions Court,5,17,2025-11-17,Returned for Correction
CS202501738,FIR202501886,P003467,Dacoity,BNS 310(2),SI Prakash Sharma,Chamarajanagar District & Sessions Court,9,20,2025-11-17,Filed
CS202501808,FIR202501160,P002211,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Bengaluru Rural District & Sessions Court,11,9,2025-11-17,Accepted
CS202501568,FIR202503692,P005729,Assault,"BNS 115(2), BNS 117(2)",SI Ravi Kumar,Bengaluru Rural District & Sessions Court,10,7,2025-11-17,Filed
CS202501767,FIR202502531,P002632,Robbery,BNS 309(4),PI Harish Naik,Bagalkote District & Sessions Court,16,15,2025-11-17,Returned for Correction
CS202501567,FIR202503222,P005694,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Bengaluru Urban District & Sessions Court,6,16,2025-11-17,Returned for Correction
CS202501413,FIR202502475,P003781,Fraud,BNS 318(4),PI Harish Naik,Chikkaballapura District & Sessions Court,11,3,2025-11-18,Filed
CS202501592,FIR202503774,P005373,Dacoity,BNS 310(2),PI Harish Naik,Bidar District & Sessions Court,3,28,2025-11-18,Filed
CS202501585,FIR202500268,P002571,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,9,10,2025-11-18,Accepted
CS202501796,FIR202502273,P001577,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Prakash Sharma,Bengaluru Rural District & Sessions Court,14,18,2025-11-18,Filed
CS202501859,FIR202501880,P003322,NDPS,NDPS Act Sec 20(b),PI Ramesh Gowda,Chamarajanagar District & Sessions Court,17,5,2025-11-19,Pending Scrutiny
CS202501583,FIR202500603,P005683,POCSO,"POCSO Act Sec 4, BNS 64",PI Naveen Patil,Bidar District & Sessions Court,14,24,2025-11-19,Accepted
CS202501864,FIR202500215,P003986,Burglary,"BNS 331(3), BNS 331(4)",PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,5,19,2025-11-19,Filed
CS202501536,FIR202503576,P003676,NDPS,NDPS Act Sec 20(b),PI Lakshmi Devi,Bidar District & Sessions Court,17,12,2025-11-20,Filed
CS202501486,FIR202502639,P008287,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Belagavi District & Sessions Court,2,22,2025-11-20,Pending Scrutiny
CS202501743,FIR202502460,P005401,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Belagavi District & Sessions Court,15,16,2025-11-20,Accepted
CS202501639,FIR202501616,P007205,Robbery,BNS 309(4),PI Harish Naik,Bengaluru Rural District & Sessions Court,6,19,2025-11-20,Returned for Correction
CS202501589,FIR202502855,P000735,Theft,BNS 303(2),PI Ramesh Gowda,Bengaluru Rural District & Sessions Court,15,9,2025-11-20,Accepted
CS202501748,FIR202503232,P006248,Vehicle Theft,BNS 303(2),SI Ravi Kumar,Ballari District & Sessions Court,11,11,2025-11-20,Filed
CS202501491,FIR202502681,P003915,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Bidar District & Sessions Court,6,6,2025-11-20,Pending Scrutiny
CS202501513,FIR202502910,P004950,POCSO,"POCSO Act Sec 4, BNS 64",SI Divya Hegde,Bengaluru Rural District & Sessions Court,11,22,2025-11-20,Returned for Correction
CS202501610,FIR202501235,P005016,NDPS,NDPS Act Sec 20(b),SI Ravi Kumar,Chamarajanagar District & Sessions Court,17,17,2025-11-20,Accepted
CS202501644,FIR202502486,P005760,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,16,18,2025-11-21,Filed
CS202501845,FIR202501813,P009747,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Bidar District & Sessions Court,10,11,2025-11-21,Pending Scrutiny
CS202501810,FIR202501345,P002443,Murder,BNS 103(1),PI Chetan Kumar,Chikkaballapura District & Sessions Court,7,29,2025-11-21,Accepted
CS202501694,FIR202503568,P007276,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Bengaluru Urban District & Sessions Court,17,19,2025-11-21,Filed
CS202501700,FIR202504493,P008669,POCSO,"POCSO Act Sec 4, BNS 64",PI Ramesh Gowda,Ballari District & Sessions Court,4,3,2025-11-21,Pending Scrutiny
CS202501875,FIR202502405,P002462,Robbery,BNS 309(4),PI Suresh Kulkarni,Ballari District & Sessions Court,14,4,2025-11-21,Pending Scrutiny
CS202501881,FIR202503897,P006793,POCSO,"POCSO Act Sec 4, BNS 64",SI Ravi Kumar,Bengaluru Urban District & Sessions Court,15,6,2025-11-21,Returned for Correction
CS202501782,FIR202501078,P009386,Robbery,BNS 309(4),SI Ganesh Rao,Chamarajanagar District & Sessions Court,8,21,2025-11-21,Filed
CS202501701,FIR202504036,P009365,Fraud,BNS 318(4),PI Harish Naik,Bengaluru Rural District & Sessions Court,3,4,2025-11-21,Accepted
CS202501556,FIR202504149,P000103,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Chamarajanagar District & Sessions Court,7,13,2025-11-21,Returned for Correction
CS202501574,FIR202503920,P006371,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Bidar District & Sessions Court,6,5,2025-11-22,Accepted
CS202501652,FIR202504714,P002828,Fraud,BNS 318(4),SI Ganesh Rao,Bidar District & Sessions Court,2,13,2025-11-22,Accepted
CS202501440,FIR202502635,P006503,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Bengaluru Rural District & Sessions Court,18,9,2025-11-22,Pending Scrutiny
CS202501974,FIR202504813,P003524,Fraud,BNS 318(4),PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,5,3,2025-11-22,Pending Scrutiny
CS202501739,FIR202501884,P003528,NDPS,NDPS Act Sec 20(b),PI Harish Naik,Ballari District & Sessions Court,10,8,2025-11-22,Accepted
CS202501591,FIR202500761,P008999,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Chikkaballapura District & Sessions Court,15,26,2025-11-22,Pending Scrutiny
CS202501545,FIR202502502,P005797,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Bengaluru Urban District & Sessions Court,18,15,2025-11-22,Accepted
CS202501693,FIR202501000,P007599,POCSO,"POCSO Act Sec 4, BNS 64",SI Divya Hegde,Bagalkote District & Sessions Court,13,18,2025-11-22,Pending Scrutiny
CS202501602,FIR202501492,P007498,Theft,BNS 303(2),PI Naveen Patil,Chamarajanagar District & Sessions Court,16,14,2025-11-22,Accepted
CS202501603,FIR202504205,P000989,Fraud,BNS 318(4),SI Divya Hegde,Bengaluru Urban District & Sessions Court,8,9,2025-11-22,Accepted
CS202501396,FIR202504085,P008050,Burglary,"BNS 331(3), BNS 331(4)",PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,9,16,2025-11-22,Returned for Correction
CS202501559,FIR202500787,P000801,Murder,BNS 103(1),PI Ramesh Gowda,Bidar District & Sessions Court,18,25,2025-11-22,Returned for Correction
CS202501759,FIR202502802,P003769,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Belagavi District & Sessions Court,9,13,2025-11-23,Returned for Correction
CS202501412,FIR202503148,P004908,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,5,7,2025-11-23,Returned for Correction
CS202501487,FIR202503050,P007785,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ganesh Rao,Bengaluru Urban District & Sessions Court,15,15,2025-11-23,Returned for Correction
CS202501530,FIR202502006,P002771,Dacoity,BNS 310(2),PI Suresh Kulkarni,Bidar District & Sessions Court,3,20,2025-11-23,Returned for Correction
CS202501635,FIR202500345,P000343,Burglary,"BNS 331(3), BNS 331(4)",SI Divya Hegde,Chamarajanagar District & Sessions Court,8,20,2025-11-23,Filed
CS202501751,FIR202500458,P007439,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Bengaluru Urban District & Sessions Court,18,26,2025-11-24,Accepted
CS202501404,FIR202502559,P008362,Fraud,BNS 318(4),PI Harish Naik,Chamarajanagar District & Sessions Court,6,4,2025-11-24,Pending Scrutiny
CS202501650,FIR202500637,P008030,Robbery,BNS 309(4),SI Prakash Sharma,Chamarajanagar District & Sessions Court,10,29,2025-11-24,Pending Scrutiny
CS202501894,FIR202502776,P004111,NDPS,NDPS Act Sec 20(b),PI Ramesh Gowda,Bengaluru Rural District & Sessions Court,13,5,2025-11-24,Accepted
CS202501541,FIR202503592,P004603,Murder,BNS 103(1),PI Naveen Patil,Belagavi District & Sessions Court,6,5,2025-11-24,Accepted
CS202501856,FIR202501520,P008160,Fraud,BNS 318(4),PI Harish Naik,Bengaluru Urban District & Sessions Court,14,10,2025-11-24,Pending Scrutiny
CS202501584,FIR202503880,P002904,Robbery,BNS 309(4),SI Prakash Sharma,Bengaluru Urban District & Sessions Court,12,29,2025-11-24,Returned for Correction
CS202501571,FIR202503778,P002477,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,16,30,2025-11-24,Pending Scrutiny
CS202501869,FIR202504476,P008508,Vehicle Theft,BNS 303(2),SI Ganesh Rao,Bengaluru Rural District & Sessions Court,14,27,2025-11-24,Accepted
CS202501463,FIR202504676,P000261,Dacoity,BNS 310(2),SI Ravi Kumar,Bidar District & Sessions Court,5,3,2025-11-25,Returned for Correction
